case_id,part_id,item_no,sentence_id,source_text,sentence,ai_start_ym,ai_end_ym,ai_unknown,ai_tm,ai_timeblock_id,ai_timeblock_start_tm,ai_timeblock_end_tm,ai_iso_range,ai_crossdoc_used,ai_crossdoc_source_timeblock,ai_oti_exists,ai_oti_text,ai_sink,ai_sink_reason,ai_interlude,ai_interlude_reason,ai_agent_note,participant_start_ym,participant_end_ym,participant_unknown,participant_notes,accepted_ai_without_edit
H-C1,H-C1,1,53.10.1,萧相国世家,汉十一年，陈豨反叛，高祖亲自率军到了邯郸。,-0196-10,-0196-10,,汉十一年,ec5c16db-4958-5f73-b7de-345523a3dbba.1.0001.1|ec5c16db-4958-5f73-b7de-345523a3dbba.1.0001.2,汉十一年,汉十一年,-0196-10to-0196-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉十一年; end_time=汉十一年; notes= | step11_postprocess=start[汉十一年->-0196-10] end[汉十一年->-0196-10],,,,,
H-C5,H-C5b,32,7.18.5,项羽本纪,张良就走了进去，把情况全部告诉了沛公。,-0206-10,-0206-10,,汉元年,dd7a7143-6be2-59c7-9745-6526b96d9a89.5.0032.1|dd7a7143-6be2-59c7-9745-6526b96d9a89.5.0032.2,汉元年,汉元年,-0206-10to-0206-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年; end_time=汉元年; notes= | step11_postprocess=start[汉高祖元年->-0206-10] end[汉高祖元年->-0206-10],,,,,
H-C5,H-C5b,33,7.18.6,项羽本纪,沛公大吃一惊，说：“怎么办呢？”,-0206-10,-0206-10,,汉元年,dd7a7143-6be2-59c7-9745-6526b96d9a89.5.0033.1|dd7a7143-6be2-59c7-9745-6526b96d9a89.5.0033.2,汉元年,汉元年,-0206-10to-0206-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年; end_time=汉元年; notes= | step11_postprocess=start[汉高祖元年->-0206-10] end[汉高祖元年->-0206-10],,,,,
H-C6,H-C6a,1,8.9.1,高祖本纪,秦二世元年秋天，陈胜等在蕲县起义，到了陈县自立为王，号称“张楚”。,-0209-09,-0209-09,,秦二世元年秋,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0001.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0001.2,秦二世元年秋,秦二世元年秋,-0209-09to-0209-09,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世元年秋; end_time=秦二世元年秋; notes= | step11_postprocess=start[秦二世元年秋->-0209-09] end[秦二世元年秋->-0209-09],,,,,
H-C6,H-C6a,2,8.9.2,高祖本纪,各郡县都大多杀死长官，响应陈胜。,-0209-09,-0209-09,,秦二世元年秋,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0002.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0002.2,秦二世元年秋,秦二世元年秋,-0209-09to-0209-09,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世元年秋; end_time=秦二世元年秋; notes= | step11_postprocess=start[秦二世元年秋->-0209-09] end[秦二世元年秋->-0209-09],,,,,
H-C6,H-C6a,3,8.9.3,高祖本纪,沛县县令恐惧，想要以沛具响应陈胜，,-0209-09,-0209-09,,秦二世元年秋,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0003.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0003.2,秦二世元年秋,秦二世元年秋,-0209-09to-0209-09,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世元年秋; end_time=秦二世元年秋; notes= | step11_postprocess=start[秦二世元年秋->-0209-09] end[秦二世元年秋->-0209-09],,,,,
H-C6,H-C6a,4,8.9.4,高祖本纪,"主吏萧何、狱掾曹参对他说：“您身为秦朝的官吏，如今要叛秦起事，率领沛县子弟，恐怕他们不愿听命。希望您召集逃亡在外面的人,可以得到几百人。利用这股力量胁持群众，群众不敢不听您的命令。”",-0209-09,-0209-09,,秦二世元年秋,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0004.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0004.2,秦二世元年秋,秦二世元年秋,-0209-09to-0209-09,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世元年秋; end_time=秦二世元年秋; notes= | step11_postprocess=start[秦二世元年秋->-0209-09] end[秦二世元年秋->-0209-09],,,,,
H-C6,H-C6a,5,8.9.5,高祖本纪,县令就派樊哙去召唤刘季，刘季的队伍已经近百人了。,-0209-09,-0209-09,,秦二世元年秋,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0005.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0005.2,秦二世元年秋,秦二世元年秋,-0209-09to-0209-09,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世元年秋; end_time=秦二世元年秋; notes= | step11_postprocess=start[秦二世元年秋->-0209-09] end[秦二世元年秋->-0209-09],,,,,
H-C6,H-C6a,6,8.10.1,高祖本纪,于是樊哙跟着刘季来到沛县。,-0209-09,-0209-09,,秦二世元年秋,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0006.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0006.2,秦二世元年秋,秦二世元年秋,-0209-09to-0209-09,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世元年秋; end_time=秦二世元年秋; notes= | step11_postprocess=start[秦二世元年秋->-0209-09] end[秦二世元年秋->-0209-09],,,,,
H-C6,H-C6a,7,8.10.2,高祖本纪,沛县县令又后悔了，恐怕刘季发生变故，就关闭城门，派人防守，（不让刘季进城，）打算杀掉萧何、曹参。,-0209-09,-0209-09,,秦二世元年秋,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0007.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0007.2,秦二世元年秋,秦二世元年秋,-0209-09to-0209-09,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世元年秋; end_time=秦二世元年秋; notes= | step11_postprocess=start[秦二世元年秋->-0209-09] end[秦二世元年秋->-0209-09],,,,,
H-C6,H-C6a,8,8.10.3,高祖本纪,萧何、曹参恐惧，翻过城墙依附刘季。,-0209-09,-0209-09,,秦二世元年秋,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0008.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0008.2,秦二世元年秋,秦二世元年秋,-0209-09to-0209-09,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世元年秋; end_time=秦二世元年秋; notes= | step11_postprocess=start[秦二世元年秋->-0209-09] end[秦二世元年秋->-0209-09],,,,,
H-C6,H-C6a,9,8.10.4,高祖本纪,刘季用帛写了一封信，,-0209-09,-0209-09,,秦二世元年秋,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0009.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0009.2,秦二世元年秋,秦二世元年秋,-0209-09to-0209-09,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世元年秋; end_time=秦二世元年秋; notes= | step11_postprocess=start[秦二世元年秋->-0209-09] end[秦二世元年秋->-0209-09],,,,,
H-C6,H-C6a,10,8.10.5,高祖本纪,射到城上，告诉沛县父老说：“天下苦于秦朝的暴政已经很久了。现在父老为沛令守城，但各国诸侯都已起事，（一旦城破，）就要屠戮沛县。如果沛县父老共同起来杀死沛令，选择子弟中可以立为首领的做领导，以响应诸侯军，那就能保全身家性命。不然的话，父子全遭杀害，死得毫无意义。”,-0209-09,-0209-09,,秦二世元年秋,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0010.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0010.2,秦二世元年秋,秦二世元年秋,-0209-09to-0209-09,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世元年秋; end_time=秦二世元年秋; notes= | step11_postprocess=start[秦二世元年秋->-0209-09] end[秦二世元年秋->-0209-09],,,,,
H-C6,H-C6a,11,8.10.6,高祖本纪,父老们就率领子弟共同杀了沛令，打开城门，迎接刘季，想让他做柿县县令。,-0209-09,-0209-09,,秦二世元年秋,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0011.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0011.2,秦二世元年秋,秦二世元年秋,-0209-09to-0209-09,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世元年秋; end_time=秦二世元年秋; notes= | step11_postprocess=start[秦二世元年秋->-0209-09] end[秦二世元年秋->-0209-09],,,,,
H-C6,H-C6a,12,8.10.7,高祖本纪,刘季说：“天下正在混乱当中，诸侯都已起事，如果推选的将领不胜任，就会一败涂地。我不是吝惜自己的生命，只怕才劣力薄，不能保全父兄子弟。这是件大事，希望另外共同推选一位能够胜任的人。”,-0209-09,-0209-09,,秦二世元年秋,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0012.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0012.2,秦二世元年秋,秦二世元年秋,-0209-09to-0209-09,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世元年秋; end_time=秦二世元年秋; notes= | step11_postprocess=start[秦二世元年秋->-0209-09] end[秦二世元年秋->-0209-09],,,,,
H-C6,H-C6a,13,8.10.8,高祖本纪,萧何、曹参等都是文官，看重身家性命，怕事情不成，秦朝会诛灭他们的全族，所以都推让刘季。,-0209-09,-0209-09,,秦二世元年秋,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0013.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0013.2,秦二世元年秋,秦二世元年秋,-0209-09to-0209-09,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世元年秋; end_time=秦二世元年秋; notes= | step11_postprocess=start[秦二世元年秋->-0209-09] end[秦二世元年秋->-0209-09],,,,,
H-C6,H-C6a,14,8.10.9,高祖本纪,父老们都说：“我们平时听到刘季许多奇异的事情，看来刘季是该显贵的。而且又经过占卜，没有比刘季更吉利的。”,-0209-09,-0209-09,,秦二世元年秋,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0014.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0014.2,秦二世元年秋,秦二世元年秋,-0209-09to-0209-09,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世元年秋; end_time=秦二世元年秋; notes= | step11_postprocess=start[秦二世元年秋->-0209-09] end[秦二世元年秋->-0209-09],,,,,
H-C6,H-C6a,15,8.10.10,高祖本纪,这时刘季再三谦让，大家都不敢担任，最后还是立刘季为沛公。,-0209-09,-0209-09,,秦二世元年秋,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0015.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0015.2,秦二世元年秋,秦二世元年秋,-0209-09to-0209-09,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世元年秋; end_time=秦二世元年秋; notes= | step11_postprocess=start[秦二世元年秋->-0209-09] end[秦二世元年秋->-0209-09],,,,,
H-C6,H-C6a,16,8.10.11,高祖本纪,在沛县衙门的庭院里祭祀黄帝和蚩尤，又用牲血衅鼓旗。,-0209-09,-0209-09,,秦二世元年秋,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0016.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0016.2,秦二世元年秋,秦二世元年秋,-0209-09to-0209-09,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世元年秋; end_time=秦二世元年秋; notes= | step11_postprocess=start[秦二世元年秋->-0209-09] end[秦二世元年秋->-0209-09],,,,,
H-C6,H-C6a,17,8.10.12,高祖本纪,旗子一律红色，因为刘季所杀蛇是白帝的儿子，杀蛇的是赤帝的儿子，所以崇尚赤色。,,,,秦二世元年秋,,秦二世元年秋,秦二世元年秋,,,,,,1,描述性语句，说明旗色原因,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世元年秋; end_time=秦二世元年秋; notes=,,,,,
H-C6,H-C6a,18,8.10.13,高祖本纪,于是少年子弟和有势的官吏，如萧何、曹参、樊哙等人，都为沛公征集兵员，集合了两三千人，攻打胡陵、方与，回军固守丰邑。,-0209-09,-0209-09,,秦二世元年秋,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0018.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0018.2,秦二世元年秋,秦二世元年秋,-0209-09to-0209-09,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世元年秋; end_time=秦二世元年秋; notes= | step11_postprocess=start[秦二世元年秋->-0209-09] end[秦二世元年秋->-0209-09],,,,,
H-C6,H-C6a,19,8.11.1,高祖本纪,秦二世二年，陈胜将领周章的军队西至戏水而还。,-0208-10,-0208-10,,秦二世二年,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0019.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0019.2,秦二世二年,秦二世二年,-0208-10to-0208-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世二年; end_time=秦二世二年; notes= | step11_postprocess=start[秦二世二年->-0208-10] end[秦二世二年->-0208-10],,,,,
H-C6,H-C6a,20,8.24.2,高祖本纪,汉高祖元年，秦地的百姓大失所望，然而心里恐惧，不敢不服从。,-0206-10,-0206-10,,汉元年,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0020.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0020.2,汉元年,汉元年,-0206-10to-0206-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年; end_time=汉元年; notes= | step11_postprocess=start[汉高祖元年->-0206-10] end[汉高祖元年->-0206-10],,,,,
H-C6,H-C6a,21,8.25.1,高祖本纪,项羽派人回去报告楚怀王。,-0206-10,-0206-10,,汉元年,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0021.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0021.2,汉元年,汉元年,-0206-10to-0206-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年; end_time=汉元年; notes= | step11_postprocess=start[汉高祖元年->-0206-10] end[汉高祖元年->-0206-10],,,,,
H-C6,H-C6a,22,8.25.2,高祖本纪,楚怀王说：“按照原来的约定办。”,-0206-10,-0206-10,,汉元年,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0022.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0022.2,汉元年,汉元年,-0206-10to-0206-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年; end_time=汉元年; notes= | step11_postprocess=start[汉高祖元年->-0206-10] end[汉高祖元年->-0206-10],,,,,
H-C6,H-C6a,23,8.25.3,高祖本纪,项羽怨恨楚怀王不肯让他与沛公一起西进入关，而派他北上救赵，,-0206-10,-0206-10,,汉元年,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0023.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0023.2,汉元年,汉元年,-0206-10to-0206-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年; end_time=汉元年; notes= | step11_postprocess=start[汉高祖元年->-0206-10] end[汉高祖元年->-0206-10],,,,,
H-C6,H-C6a,24,8.25.4,高祖本纪,在天下诸侯争夺称王关中的约定中落在后面，他就说：“怀王这个人，我家项梁所立，没有什么功劳，凭什么主持约定。本来安定天下的，是诸位将领和我项籍。”,-0206-10,-0206-10,,汉元年,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0024.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0024.2,汉元年,汉元年,-0206-10to-0206-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年; end_time=汉元年; notes= | step11_postprocess=start[汉高祖元年->-0206-10] end[汉高祖元年->-0206-10],,,,,
H-C6,H-C6a,25,8.25.5,高祖本纪,就假意推尊楚怀王为义帝，实际上不听从他的命令。,-0206-10,-0206-10,,汉元年,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0025.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0025.2,汉元年,汉元年,-0206-10to-0206-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年; end_time=汉元年; notes= | step11_postprocess=start[汉高祖元年->-0206-10] end[汉高祖元年->-0206-10],,,,,
H-C6,H-C6a,26,8.26.1,高祖本纪,正月，项羽自立为西楚霸王，在梁、楚地区的九个郡称王，建都彭城。,-0205-01,-0205-01,,汉元年正月,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0026.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0026.2,汉元年正月,汉元年正月,-0205-01to-0205-01,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年正月; end_time=汉元年正月; notes= | step11_postprocess=start[汉高祖元年正月->-0205-01] end[汉高祖元年正月->-0205-01],,,,,
H-C6,H-C6a,27,8.26.2,高祖本纪,背弃原来的约定，改立沛公为汉王，在巴、蜀、汉中称玉，建都南郑。,-0205-01,-0205-01,,汉元年正月,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0027.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0027.2,汉元年正月,汉元年正月,-0205-01to-0205-01,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年正月; end_time=汉元年正月; notes= | step11_postprocess=start[汉高祖元年正月->-0205-01] end[汉高祖元年正月->-0205-01],,,,,
H-C6,H-C6a,28,8.26.3,高祖本纪,把关中瓜分为三，封立秦朝的三个将领：章邯为雍王，建都废丘：司马欣为塞王，建都栎阳；董翳为翟王，建都高奴。,-0205-01,-0205-01,,汉元年正月,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0028.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0028.2,汉元年正月,汉元年正月,-0205-01to-0205-01,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年正月; end_time=汉元年正月; notes= | step11_postprocess=start[汉高祖元年正月->-0205-01] end[汉高祖元年正月->-0205-01],,,,,
H-C6,H-C6a,29,8.26.4,高祖本纪,封楚将瑕丘申阳为河南王，建都洛阳。,-0205-01,-0205-01,,汉元年正月,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0029.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0029.2,汉元年正月,汉元年正月,-0205-01to-0205-01,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年正月; end_time=汉元年正月; notes= | step11_postprocess=start[汉高祖元年正月->-0205-01] end[汉高祖元年正月->-0205-01],,,,,
H-C6,H-C6a,30,8.26.5,高祖本纪,封赵将司马印为殷王，建都朝歌。,-0205-01,-0205-01,,汉元年正月,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0030.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0030.2,汉元年正月,汉元年正月,-0205-01to-0205-01,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年正月; end_time=汉元年正月; notes= | step11_postprocess=start[汉高祖元年正月->-0205-01] end[汉高祖元年正月->-0205-01],,,,,
H-C6,H-C6a,31,8.26.6,高祖本纪,赵王歇迁徙代地称王。,-0205-01,-0205-01,,汉元年正月,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0031.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0031.2,汉元年正月,汉元年正月,-0205-01to-0205-01,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年正月; end_time=汉元年正月; notes= | step11_postprocess=start[汉高祖元年正月->-0205-01] end[汉高祖元年正月->-0205-01],,,,,
H-C6,H-C6a,32,8.26.7,高祖本纪,封赵将张耳为常山王，建都襄国。,-0205-01,-0205-01,,汉元年正月,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0032.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0032.2,汉元年正月,汉元年正月,-0205-01to-0205-01,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年正月; end_time=汉元年正月; notes= | step11_postprocess=start[汉高祖元年正月->-0205-01] end[汉高祖元年正月->-0205-01],,,,,
H-C6,H-C6a,33,8.26.8,高祖本纪,封当阳君黥布为九江王，建都六县。,-0205-01,-0205-01,,汉元年正月,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0033.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0033.2,汉元年正月,汉元年正月,-0205-01to-0205-01,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年正月; end_time=汉元年正月; notes= | step11_postprocess=start[汉高祖元年正月->-0205-01] end[汉高祖元年正月->-0205-01],,,,,
H-C6,H-C6a,34,8.26.9,高祖本纪,封楚怀王柱国共敖为临江王，建都江陵。,-0205-01,-0205-01,,汉元年正月,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0034.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0034.2,汉元年正月,汉元年正月,-0205-01to-0205-01,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年正月; end_time=汉元年正月; notes= | step11_postprocess=start[汉高祖元年正月->-0205-01] end[汉高祖元年正月->-0205-01],,,,,
H-C6,H-C6a,35,8.26.10,高祖本纪,封番郡吴芮为衡山王，建都邾县。,-0205-01,-0205-01,,汉元年正月,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0035.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0035.2,汉元年正月,汉元年正月,-0205-01to-0205-01,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年正月; end_time=汉元年正月; notes= | step11_postprocess=start[汉高祖元年正月->-0205-01] end[汉高祖元年正月->-0205-01],,,,,
H-C6,H-C6a,36,8.26.11,高祖本纪,封燕将臧荼为燕王，建都蓟县。,-0205-01,-0205-01,,汉元年正月,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0036.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0036.2,汉元年正月,汉元年正月,-0205-01to-0205-01,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年正月; end_time=汉元年正月; notes= | step11_postprocess=start[汉高祖元年正月->-0205-01] end[汉高祖元年正月->-0205-01],,,,,
H-C6,H-C6a,37,8.26.12,高祖本纪,原来的燕王韩广迁徙辽东称王。,-0205-01,-0205-01,,汉元年正月,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0037.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0037.2,汉元年正月,汉元年正月,-0205-01to-0205-01,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年正月; end_time=汉元年正月; notes= | step11_postprocess=start[汉高祖元年正月->-0205-01] end[汉高祖元年正月->-0205-01],,,,,
H-C6,H-C6a,38,8.26.13,高祖本纪,韩广不服从，臧荼攻杀韩广于无终。,-0205-01,-0205-01,,汉元年正月,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0038.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0038.2,汉元年正月,汉元年正月,-0205-01to-0205-01,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年正月; end_time=汉元年正月; notes= | step11_postprocess=start[汉高祖元年正月->-0205-01] end[汉高祖元年正月->-0205-01],,,,,
H-C6,H-C6a,39,8.26.14,高祖本纪,封成安君陈余河间三县，住在南皮。,-0205-01,-0205-01,,汉元年正月,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0039.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0039.2,汉元年正月,汉元年正月,-0205-01to-0205-01,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年正月; end_time=汉元年正月; notes= | step11_postprocess=start[汉高祖元年正月->-0205-01] end[汉高祖元年正月->-0205-01],,,,,
H-C6,H-C6a,40,8.26.15,高祖本纪,封给梅鋗十万户。,-0205-01,-0205-01,,汉元年正月,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0040.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0040.2,汉元年正月,汉元年正月,-0205-01to-0205-01,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年正月; end_time=汉元年正月; notes= | step11_postprocess=start[汉高祖元年正月->-0205-01] end[汉高祖元年正月->-0205-01],,,,,
H-C6,H-C6a,41,8.27.1,高祖本纪,四月，在项羽旌麾之下罢兵散归，诸侯各自回到封国。,-0205-04,-0205-04,,汉元年四月,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0041.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0041.2,汉元年四月,汉元年四月,-0205-04to-0205-04,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年四月; end_time=汉元年四月; notes= | step11_postprocess=start[汉高祖元年四月->-0205-04] end[汉高祖元年四月->-0205-04],,,,,
H-C6,H-C6a,42,8.29.1,高祖本纪,八月，汉王用韩信的计策，从故道回军，袭击雍王章邯。,-0205-08,-0205-08,,汉元年八月,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0042.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0042.2,汉元年八月,汉元年八月,-0205-08to-0205-08,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年八月; end_time=汉元年八月; notes= | step11_postprocess=start[汉高祖元年八月->-0205-08] end[汉高祖元年八月->-0205-08],,,,,
H-C6,H-C6a,43,8.29.2,高祖本纪,章邯在陈仓迎击汉军，雍王兵败退走，在好畤停下来接战，又失败了，逃到废丘。,-0205-08,-0205-08,,汉元年八月,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0043.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0043.2,汉元年八月,汉元年八月,-0205-08to-0205-08,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年八月; end_time=汉元年八月; notes= | step11_postprocess=start[汉高祖元年八月->-0205-08] end[汉高祖元年八月->-0205-08],,,,,
H-C6,H-C6a,44,8.29.3,高祖本纪,汉王随即平定了雍地。,-0205-08,-0205-08,,汉元年八月,5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0044.1|5af1453b-8e40-5f65-8ecb-3372b07750fe.6.0044.2,汉元年八月,汉元年八月,-0205-08to-0205-08,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年八月; end_time=汉元年八月; notes= | step11_postprocess=start[汉高祖元年八月->-0205-08] end[汉高祖元年八月->-0205-08],,,,,
